id,created_at,updated_at,nome_estabelecimento,nicho,endereco,bairro,cidade,localizacao,site,contato_nome,numero_contato,numero_decisor,nome_decisor,is_mesmo_contato_decisor,status,follow_up,agente_ia_ativo,humor,resumo_conversa,mensagem_enviada,bloqueado,motivo_bloqueio,data_primeiro_contato,data_ultima_interacao,etapa_funil,remote_jid,whatsapp_message_id
06421c1d-296d-4b57-82b1-98493b8dcf60,"2026-01-23 19:01:25.754945+00","2026-01-25 12:19:04.205907+00","RBM VEICULOS",Concessionária,"Av. Mário Gurgel - São Francisco, Cariacica - ES, Brasil","São Francisco",Cariacica,https://www.google.com/maps/search/?api=1&query=RBM%20VEICULOS&query_place_id=ChIJH39mBwA5uAAR-WbR2ECiOxI,,,5527996571916,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527996571916@s.whatsapp.net,
e1350e0a-a1ae-42e1-b637-32d75b51a0f7,"2026-01-23 19:01:25.754945+00","2026-01-25 12:19:04.205907+00","JL MULTIMARCAS (José perreira)","Showroom da Tesla","R. José Ferreira Campos, 16 - Rosa da Penha, Cariacica - ES, 29143-276, Brasil","Rosa da Penha",Cariacica,"https://www.google.com/maps/search/?api=1&query=JL%20MULTIMARCAS%20(Jos%C3%A9%20perreira)&query_place_id=ChIJH1ol4-Q_uAARFvIuXcmJxXM",https://www.facebook.com/josel.pereira.56211,,5527997590468,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527997590468@s.whatsapp.net,
528217e5-bcbd-4835-a130-18fe61ca3bf5,"2026-01-23 19:01:25.754945+00","2026-01-25 12:19:04.205907+00","BMZ Vendedor de Carros Cariacica","Revendedora de carros usados","R. Castelo Branco, 95 - Bela Aurora, Cariacica - ES, 29141-620, Brasil","Bela Aurora",Cariacica,https://www.google.com/maps/search/?api=1&query=BMZ%20Vendedor%20de%20Carros%20Cariacica&query_place_id=ChIJP5FMEfY_uAARdeJwQ4vINOw,,,5527999736251,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999736251@s.whatsapp.net,
1b79a4f2-c887-4a94-b460-86ace3c0f8af,"2026-01-23 19:01:25.754945+00","2026-01-25 12:19:04.205907+00","Soly Veículos Cariacica",Concessionária,"Av. Cariacica, 955 - Vila Capixaba, Cariacica - ES, 29148-100, Brasil","Vila Capixaba",Cariacica,https://www.google.com/maps/search/?api=1&query=Soly%20Ve%C3%ADculos%20Cariacica&query_place_id=ChIJs-gWwVk5uAAREwcvuBtjquE,,,5527999024148,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999024148@s.whatsapp.net,
58ca3e1c-c0a6-451c-9bff-888f17bd0758,"2026-01-23 19:01:25.754945+00","2026-01-25 12:19:04.205907+00","JS Motors - Revenda de Carros Usados em Cariacica",Concessionária,"Av. Mário Gurgel, 2781 - Campo Grande, Cariacica - ES, 29146-797, Brasil","Campo Grande",Cariacica,https://www.google.com/maps/search/?api=1&query=JS%20Motors%20-%20Revenda%20de%20Carros%20Usados%20em%20Cariacica&query_place_id=ChIJf-QDCK49uAARN81qF598PKQ,https://instagram.com/jsmotorss_?igshid=YmMyMTA2M2Y=,,5527988833503,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527988833503@s.whatsapp.net,
2312ccd7-698b-4547-beae-1917b711667a,"2026-01-23 19:01:25.754945+00","2026-01-25 12:19:04.205907+00","Vera Cruz Veículos (VCV).","Revendedora de carros usados","R. Vicente Santorio Fantini, 14 - Vera Cruz, Cariacica - ES, 29146-786, Brasil","Vera Cruz",Cariacica,"https://www.google.com/maps/search/?api=1&query=Vera%20Cruz%20Ve%C3%ADculos%20(VCV).&query_place_id=ChIJofwnxx08uAARj95CR8cG9t8",http://www.veracruzveiculos.com.br/,,5527996194053,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527996194053@s.whatsapp.net,
5521c9a8-fc2e-4d62-af34-c40d4c286eb3,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Vila Center Veiculos",Concessionária,"Av. Champagnat, 657 - Centro de Vila Velha, Vila Velha - ES, 29100-290, Brasil","Centro de Vila Velha","Vila Velha",https://www.google.com/maps/search/?api=1&query=Vila%20Center%20Veiculos&query_place_id=ChIJBTz-c80XuAARlRh4Ne45S-Q,http://www.vilacenterveiculos.com.br/,,5527988436110,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527988436110@s.whatsapp.net,
885a957f-655a-4296-a8c5-03aaf45834ba,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Kurumá Vila Velha - Concessionária Toyota","Concessionária Toyota","Rod. do Sol, 215 - Praia de Itaparica, Vila Velha - ES, 29124-060, Brasil","Praia de Itaparica","Vila Velha",https://www.google.com/maps/search/?api=1&query=Kurum%C3%A1%20Vila%20Velha%20-%20Concession%C3%A1ria%20Toyota&query_place_id=ChIJ5ZhecgkWuAARNkDTAbp7mkc,https://www.kurumaveiculos.com.br/,,552721252222,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552721252222@s.whatsapp.net,
5b0534b6-7dd3-4216-80f1-5da3ce7a5245,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Santos Automóveis - Consórcio Chevrolet e Yamaha","Revendedora de carros usados","Av. Sérgio Cardoso, n° 360 - Novo Mexico, Vila Velha - ES, 29104-025, Brasil","Novo Mexico","Vila Velha",https://www.google.com/maps/search/?api=1&query=Santos%20Autom%C3%B3veis%20-%20Cons%C3%B3rcio%20Chevrolet%20e%20Yamaha&query_place_id=ChIJUYaMHDw_uAARzkAICZH5BSc,https://www.instagram.com/santos.automoveis/,,5527981425999,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527981425999@s.whatsapp.net,
e0214d47-9626-4338-a5f3-86fdf9a46edc,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Naxter Veículos","Concessionária de veículos motorizados","Avenida - Rua Henrique Moscoso, 1605 - Centro de Vila Velha, Vila Velha - ES, 29100-021, Brasil","Centro de Vila Velha","Vila Velha",https://www.google.com/maps/search/?api=1&query=Naxter%20Ve%C3%ADculos&query_place_id=ChIJXeFVBTsWuAARb9_J2C2e6eU,http://www.naxterveiculos.com.br/,,552730722030,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552730722030@s.whatsapp.net,
7f2f2f66-b911-4498-a7d2-e24a6b174983,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Kobe Nissan - Shopping Vila Velha",Concessionária,"Rua, Av. Luciano das Neves - Divino Espírito Santo, Vila Velha - ES, 29107-010, Brasil","Divino Espírito Santo","Vila Velha",https://www.google.com/maps/search/?api=1&query=Kobe%20Nissan%20-%20Shopping%20Vila%20Velha&query_place_id=ChIJQdW2hF0XuAAR4198PlhCRbE,https://www.kobenissan.com.br/,,552733498122,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552733498122@s.whatsapp.net,
f9e626d1-3a29-4c42-ba91-abcaf7788dc4,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","BYD Vitória Motors Vila Velha - Carros","Concessionária de veículos elétricos","Rod. do Sol, 215 - Praia de Itaparica, Vila Velha - ES, 29124-060, Brasil","Praia de Itaparica","Vila Velha",https://www.google.com/maps/search/?api=1&query=BYD%20Vit%C3%B3ria%20Motors%20Vila%20Velha%20-%20Carros&query_place_id=ChIJVdUESyUVuAAR5ivT_E7zuT4,https://vitoriamotorsbyd.com.br/,,552721252200,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552721252200@s.whatsapp.net,
ec2af7da-f3ff-413b-9a5b-d5622ae4a464,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Vitória Motors Jeep e Ram - Vila Velha","Concessionária Jeep","R. Itaperuna, 0 - Praia de Itaparica, Vila Velha - ES, 29102-110, Brasil","Praia de Itaparica","Vila Velha",https://www.google.com/maps/search/?api=1&query=Vit%C3%B3ria%20Motors%20Jeep%20e%20Ram%20-%20Vila%20Velha&query_place_id=ChIJmfAafxEWuAARzqaX_PlpX7o,https://www.vitoriamotorsjeep.com.br/,,552734410297,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552734410297@s.whatsapp.net,
eded74dd-e61e-4e47-b646-7519b1044b9a,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Confiança Automóveis",Concessionária,"Av. Profa. Francelina Carneiro Setúbal, 45 - Itapuã, Vila Velha - ES, 29101-641, Brasil",Itapuã,"Vila Velha",https://www.google.com/maps/search/?api=1&query=Confian%C3%A7a%20Autom%C3%B3veis&query_place_id=ChIJfYtWxgIWuAARu8SnCPV-41Q,http://confiancautomoveis.com.br/,,552730751222,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552730751222@s.whatsapp.net,
577caf46-0a4a-47ff-a593-46072b023a87,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Hyundai Prime Vila Velha",Concessionária,"Rod. do Sol, 1555 - Praia de Itaparica, Vila Velha - ES, 29102-023, Brasil","Praia de Itaparica","Vila Velha",https://www.google.com/maps/search/?api=1&query=Hyundai%20Prime%20Vila%20Velha&query_place_id=ChIJq6gJbPoVuAARqedxmoE52Bg,https://www.primehyundai.com.br/,,552732035001,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552732035001@s.whatsapp.net,
b3433505-9fe4-460d-bef6-b7efa874b3bc,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Centro Automotivo Progresso",Mecânico,"Avenida Comissário José Dantas Melo - Divino Espírito Santo, Vila Velha - ES, 29107-286, Brasil","Divino Espírito Santo","Vila Velha",https://www.google.com/maps/search/?api=1&query=Centro%20Automotivo%20Progresso&query_place_id=ChIJV1GCeA8WuAARBU8v9iIXzwA,,,5527996383813,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527996383813@s.whatsapp.net,
76497b3f-a6d9-493d-aed3-fbb31396c45a,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Oficina Dakota","Oficina mecânica","Av. Saturnino Rangel Mauro, 24 A - Praia de Itaparica, Vila Velha - ES, 29102-032, Brasil","Praia de Itaparica","Vila Velha",https://www.google.com/maps/search/?api=1&query=Oficina%20Dakota&query_place_id=ChIJN4jTNgkWuAAR-qsTLdOinj4,,,5527997194535,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527997194535@s.whatsapp.net,
5ce33834-ba87-41e2-a476-4f72b49f7fad,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Auto Mecânica Quintino Itapuã - Vila Velha/ES","Mecânica para carros","Tv. do Coqueiro, 58 - Divino Espírito Santo, Vila Velha - ES, 29107-077, Brasil","Divino Espírito Santo","Vila Velha",https://www.google.com/maps/search/?api=1&query=Auto%20Mec%C3%A2nica%20Quintino%20Itapu%C3%A3%20-%20Vila%20Velha%2FES&query_place_id=ChIJbQT4HckXuAARXuGh_8aCeFY,,,5527999995006,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999995006@s.whatsapp.net,
4f2a4fe9-247a-4c55-b132-87ac3d02eb11,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Vila Car Mecânica Nacionais e importados","Oficina mecânica","R. Antônio Ataíde, 1661 - Divino E Santo, Vila Velha - ES, 29107-215, Brasil","Divino E Santo","Vila Velha",https://www.google.com/maps/search/?api=1&query=Vila%20Car%20Mec%C3%A2nica%20Nacionais%20e%20importados&query_place_id=ChIJd27g0hUWuAARXtoWWSpO9Kc,,,552732898880,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552732898880@s.whatsapp.net,
8a47e1c3-bd46-4908-b6d7-6acd7adc3bd4,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","JP Reparacões Automotiva Mecânico 24 horas","Oficina mecânica","Rod. do Sol - Praia de Itaparica, Vila Velha - ES, 29102-023, Brasil","Praia de Itaparica","Vila Velha",https://www.google.com/maps/search/?api=1&query=JP%20Reparac%C3%B5es%20Automotiva%20Mec%C3%A2nico%2024%20horas&query_place_id=ChIJD9ng1NEVuAAR5quO6Crb6Ws,,,5527999096847,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999096847@s.whatsapp.net,
ba5d2025-663a-43cd-a7f1-5f443fc08d8b,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Minas Car Auto Mecânica","Oficina mecânica","Av. Capixaba, 1641 - Santa Inês, Vila Velha - ES, 29108-036, Brasil","Santa Inês","Vila Velha",https://www.google.com/maps/search/?api=1&query=Minas%20Car%20Auto%20Mec%C3%A2nica&query_place_id=ChIJN6zqTl4_uAARqBYAuQeefew,,,5527997934578,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527997934578@s.whatsapp.net,
9849b1a9-e17f-4b8f-a69f-157de166aa37,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Oficina Mecânica Raasch","Oficina mecânica","R. Cel. Luís Gabeira, 06 - Divino Espírito Santo, Vila Velha - ES, 29107-025, Brasil","Divino Espírito Santo","Vila Velha",https://www.google.com/maps/search/?api=1&query=Oficina%20Mec%C3%A2nica%20Raasch&query_place_id=ChIJZRA6nRAWuAARWnOjC9Bx4Bg,https://api.whatsapp.com/send/?phone=5527997048992&text&type=phone_number&app_absent=0,,552733295990,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552733295990@s.whatsapp.net,
0c190f2e-f36e-4e16-b33f-ca1ae7bd8bb7,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Oficina Sem Riscos Estética Automotiva","Pintura automotiva","Av. Profa. Francelina Carneiro Setúbal, 560 - Praia de Itapoã, Vila Velha - ES, 29101-641, Brasil","Praia de Itapoã","Vila Velha",https://www.google.com/maps/search/?api=1&query=Oficina%20Sem%20Riscos%20Est%C3%A9tica%20Automotiva&query_place_id=ChIJZUodveIVuAARgt0dpnkI4XY,,,5527999660595,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999660595@s.whatsapp.net,
571bdf1a-d0d7-4925-8929-52c08e9b639f,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Oficina Tomazelli","Oficina mecânica","Av. Profa. Francelina Carneiro Setúbal, 238 - Itapuã, Vila Velha - ES, 29101-641, Brasil",Itapuã,"Vila Velha",https://www.google.com/maps/search/?api=1&query=Oficina%20Tomazelli&query_place_id=ChIJ_UsM2j8WuAARx4i6gG9vJdE,https://www.instagram.com/oficinatomazelli/,,5527995083839,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527995083839@s.whatsapp.net,
796b3ee3-1361-4329-9c0c-1eccdba74adb,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Soteco Auto Center e Mecânica - Vila Velha","Oficina mecânica","Av. Min. Salgado Filho, 1320 - Soteco, Vila Velha - ES, 29106-010, Brasil",Soteco,"Vila Velha",https://www.google.com/maps/search/?api=1&query=Soteco%20Auto%20Center%20e%20Mec%C3%A2nica%20-%20Vila%20Velha&query_place_id=ChIJX83PbgIWuAAR6atHzajpO9E,https://www.autocentersoteco.com.br/,,5527992266250,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527992266250@s.whatsapp.net,
c3b6c690-8960-477a-9421-9f1ae2ba9ec8,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Centro Automotivo Itapoã","Oficina mecânica","R. da Limeira, 338 - Itapuã, Vila Velha - ES, 29101-630, Brasil",Itapuã,"Vila Velha",https://www.google.com/maps/search/?api=1&query=Centro%20Automotivo%20Itapo%C3%A3&query_place_id=ChIJRZcT8hEWuAAROpOPON4mAqg,,,5527997579340,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527997579340@s.whatsapp.net,
7e188d9b-a2db-461d-a088-8489f817fc35,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Centro Automotivo Dalton Amaral","Oficina mecânica","Av. Luciano das Neves, 3224 - Praia de Itaparica, Vila Velha - ES, 29102-065, Brasil","Praia de Itaparica","Vila Velha",https://www.google.com/maps/search/?api=1&query=Centro%20Automotivo%20Dalton%20Amaral&query_place_id=ChIJl0HDWggWuAAR5OGzsd3ej2s,,,5527996949609,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527996949609@s.whatsapp.net,
0a6dcb53-908e-43c1-b3da-973fd4c9e855,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Auto Mecânica do Rogério","Mecânica para carros","Rua Henrique Moscoso, 2210 - Jaburuna, Vila Velha - ES, 29100-020, Brasil",Jaburuna,"Vila Velha",https://www.google.com/maps/search/?api=1&query=Auto%20Mec%C3%A2nica%20do%20Rog%C3%A9rio&query_place_id=ChIJES7uQiQWuAAR_fn6_RmfrA4,https://www.facebook.com/Auto-Mecanica-Rogerio-378615612595789/?modal=admin_todo_tour,,5527998775002,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527998775002@s.whatsapp.net,
83ceaa85-f5a7-44b7-b97e-dbb025e0eb96,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Auto Center Nacional","Pintura automotiva","Rod. Carlos Lindenberg, 1617 Santa Inês Vila Velha - ES 29108-075, Av. Carlos Lindenberg, 1615 - Glória, Vila Velha - ES, 29122-355, Brasil",Glória,"Vila Velha",https://www.google.com/maps/search/?api=1&query=Auto%20Center%20Nacional&query_place_id=ChIJHTKHiPY9uAARTTzjSy32vGk,,,552732295150,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552732295150@s.whatsapp.net,
0da75993-26f7-4478-9725-0c6fb74826b6,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Oficina Mecânica Auto Escape","Oficina mecânica","Av. Carlos Lindenberg, 2020 - Aribiri, Vila Velha - ES, 29120-568, Brasil",Aribiri,"Vila Velha",https://www.google.com/maps/search/?api=1&query=Oficina%20Mec%C3%A2nica%20Auto%20Escape&query_place_id=ChIJgfFRlPA9uAARuIuXt15m3jQ,https://www.autoescape.com.br/,,552733393770,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552733393770@s.whatsapp.net,
3b7b338e-0a7b-4095-be3d-ae2edcceac67,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Edinho Centro de Reparação Automotiva","Oficina mecânica","Av. João Mendes, 69 - Cocal, Vila Velha - ES, 29105-655, Brasil",Cocal,"Vila Velha",https://www.google.com/maps/search/?api=1&query=Edinho%20Centro%20de%20Repara%C3%A7%C3%A3o%20Automotiva&query_place_id=ChIJ_X54UXgfuAARXeiryMtjn-4,https://027.my.canva.site/edinho,,5527999960651,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,5527999960651@s.whatsapp.net,
24e01b56-4b9f-439d-a6ed-18f97eda05c4,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Port Car Centro Automotivo Ltda","Oficina mecânica","Av. Luciano das Neves, 2073 A - Itapuã, Vila Velha - ES, 29101-603, Brasil",Itapuã,"Vila Velha",https://www.google.com/maps/search/?api=1&query=Port%20Car%20Centro%20Automotivo%20Ltda&query_place_id=ChIJX42PaBEWuAAR4WPtLlvo03w,http://www.portcar.com.br/,,552730750211,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552730750211@s.whatsapp.net,
d4304c47-aa7b-4626-8f4f-cd4ab593fb21,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Consercar Auto Center","Oficina mecânica","Av. Min. Salgado Filho, 732 - Soteco, Vila Velha - ES, 29106-010, Brasil",Soteco,"Vila Velha",https://www.google.com/maps/search/?api=1&query=Consercar%20Auto%20Center&query_place_id=ChIJTf0fvzoXuAAR1EyABP5gNio,https://consercar.com.br/,,552733398640,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552733398640@s.whatsapp.net,
446fba28-f19a-4838-8e99-fd4472e78724,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Multilift Logística","Serviço de logística","Rua Humberto Lorenzutti, 22 - Nossa Sra. da Penha, Vila Velha - ES, 29110-180, Brasil","Nossa Senhora da Penha","Vila Velha",https://www.google.com/maps/search/?api=1&query=Multilift%20Log%C3%ADstica&query_place_id=ChIJQ14fygs-uAARdwhEYzCpKt8,https://www.multilift.com.br/,,552721274500,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552721274500@s.whatsapp.net,
c57bf93e-faed-444a-a7df-f1f883e1a256,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Vila Porto Logística Armazéns","Serviço de logística","Rodovia Darly Santos, 2025 - Zumbi dos Palmares, Vila Velha - ES, 29110-340, Brasil","Zumbi dos Palmares","Vila Velha",https://www.google.com/maps/search/?api=1&query=Vila%20Porto%20Log%C3%ADstica%20Armaz%C3%A9ns&query_place_id=ChIJJR1qrxU-uAARno8SZ9qtsR8,,,552733916114,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552733916114@s.whatsapp.net,
ae7bed88-74ab-4f95-b49d-451bd4962a3a,"2026-01-23 19:01:24.854506+00","2026-01-25 12:19:04.205907+00","Centro de Distribuição e Logística Senhora da Penha","Serviço de distribuição","Rodovia Darly Santos, 2025 - Zumbi dos Palmares, Vila Velha - ES, 29122-036, Brasil","Zumbi dos Palmares","Vila Velha",https://www.google.com/maps/search/?api=1&query=Centro%20de%20Distribui%C3%A7%C3%A3o%20e%20Log%C3%ADstica%20Senhora%20da%20Penha&query_place_id=ChIJ7RbI9nU-uAARADCQ8HpD4l0,http://cdlsenhoradapenha.com.br/,,552721211400,,,,novo,f,t,neutro,"",,f,,,,0_base_fria,552721211400@s.whatsapp.net,
